title	query	reason
File:Evening strolls in Trung Yên Park 07-03-2026. Vegetation E5.jpg	Evening strolls in Trung Yên Park 07-03- . Vegetation E5, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Corgwns E17.jpg	Evening strolls in Trung Yên Park 07-03- . Corgwns E17, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Farewell leaves.jpg	Evening strolls in Trung Yên Park 07-03- . Farewell leaves, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Farewell blossoms.jpg	Evening strolls in Trung Yên Park 07-03- . Farewell blossoms, Hanoi, Vietnam	no specific feature found
File:Evening strolls in Trung Yên Park 07-03-2026. Vegetation E6.jpg	Evening strolls in Trung Yên Park 07-03- . Vegetation E6, Hanoi, Vietnam	no specific feature found
File:Spring invites autumn in Trung Yên Park 10-03-2026 E01.jpg	Spring invites autumn in Trung Yên Park 10-03- E01, Hanoi, Vietnam	no specific feature found
File:Spring invites autumn in Trung Yên Park 10-03-2026 E02.jpg	Spring invites autumn in Trung Yên Park 10-03- E02, Hanoi, Vietnam	no specific feature found
File:Spring invites autumn in Trung Yên Park 10-03-2026 E03.jpg	Spring invites autumn in Trung Yên Park 10-03- E03, Hanoi, Vietnam	no specific feature found
File:Spring invites autumn in Trung Yên Park 10-03-2026 E05.jpg	Spring invites autumn in Trung Yên Park 10-03- E05, Hanoi, Vietnam	no specific feature found
File:Spring invites autumn in Trung Yên Park 10-03-2026 E06.jpg	Spring invites autumn in Trung Yên Park 10-03- E06, Hanoi, Vietnam	no specific feature found
File:Spring invites autumn in Trung Yên Park 10-03-2026 E04.jpg	Spring invites autumn in Trung Yên Park 10-03- E04, Hanoi, Vietnam	no specific feature found
File:Spring invites autumn in Trung Yên Park 10-03-2026 E07.jpg	Spring invites autumn in Trung Yên Park 10-03- E07, Hanoi, Vietnam	no specific feature found
File:Spring invites autumn in Trung Yên Park 10-03-2026 E08.jpg	Spring invites autumn in Trung Yên Park 10-03- E08, Hanoi, Vietnam	no specific feature found
File:Spring invites autumn in Trung Yên Park 10-03-2026 E09.jpg	Spring invites autumn in Trung Yên Park 10-03- E09, Hanoi, Vietnam	no specific feature found
File:Spring invites autumn in Trung Yên Park 10-03-2026 E11.jpg	Spring invites autumn in Trung Yên Park 10-03- E11, Hanoi, Vietnam	no specific feature found
File:Spring invites autumn in Trung Yên Park 10-03-2026 E10.jpg	Spring invites autumn in Trung Yên Park 10-03- E10, Hanoi, Vietnam	no specific feature found
File:Spring invites autumn in Trung Yên Park 10-03-2026 E12.jpg	Spring invites autumn in Trung Yên Park 10-03- E12, Hanoi, Vietnam	no specific feature found
File:Spring invites autumn on Xuân Quỳnh Street 10-03-2026 E04.jpg	Spring invites autumn on Xuân Quỳnh Street 10-03- E04, Hanoi, Vietnam	no specific feature found
File:Cẩm Tú Palace inside Thống Nhất Park 07-05-2007.jpg	Cẩm Tú Palace inside Thống Nhất Park 07-05, Hanoi, Vietnam	no specific feature found
File:Cong-vien-Thong-Nhat1.jpg	Cong-vien-Thong-Nhat1, Hanoi, Vietnam	no specific feature found
File:Parc hồ Bảy Mẫu (2).jpg	Parc hồ Bảy Mẫu, Hanoi, Vietnam	no specific feature found
File:Parc hồ Bảy Mẫu (6).jpg	Parc hồ Bảy Mẫu, Hanoi, Vietnam	no specific feature found
File:Parc hồ Bảy Mẫu (1).jpg	Parc hồ Bảy Mẫu, Hanoi, Vietnam	no specific feature found
File:Parc hồ Bảy Mẫu (8).jpg	Parc hồ Bảy Mẫu, Hanoi, Vietnam	no specific feature found
File:Parc hồ Bảy Mẫu (5).jpg	Parc hồ Bảy Mẫu, Hanoi, Vietnam	no specific feature found
File:Thong Nhat Park Sep 2023.jpg	Thong Nhat Park Sep, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Public bikes E1.jpg	Stroll in the riverside park 03-02- . Public bikes E1, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Yellow flowers E1.jpg	Stroll in the riverside park 03-02- . Yellow flowers E1, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Public bikes E2.jpg	Stroll in the riverside park 03-02- . Public bikes E2, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Yellow flowers E2.jpg	Stroll in the riverside park 03-02- . Yellow flowers E2, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Yellow flowers E4.jpg	Stroll in the riverside park 03-02- . Yellow flowers E4, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Yellow flowers E3.jpg	Stroll in the riverside park 03-02- . Yellow flowers E3, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Nguyễn Khang Street E1.jpg	Stroll in the riverside park 03-02- . Nguyễn Khang Street E1, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Nguyễn Khang Street E2.jpg	Stroll in the riverside park 03-02- . Nguyễn Khang Street E2, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Cyan car.jpg	Stroll in the riverside park 03-02- . Cyan car, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Banana trees E1.jpg	Stroll in the riverside park 03-02- . Banana trees E1, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Banana trees E2.jpg	Stroll in the riverside park 03-02- . Banana trees E2, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Banana trees E3.jpg	Stroll in the riverside park 03-02- . Banana trees E3, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Nerocrown trees E1.jpg	Stroll in the riverside park 03-02- . Nerocrown trees E1, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Banana trees E4.jpg	Stroll in the riverside park 03-02- . Banana trees E4, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. 361 Bridge.jpg	Stroll in the riverside park 03-02- . 361 Bridge, Hanoi, Vietnam	no specific feature found
File:Stroll in the riverside park 03-02-2026. Nerocrown trees E2.jpg	Stroll in the riverside park 03-02- . Nerocrown trees E2, Hanoi, Vietnam	no specific feature found
File:Spring stroll on Nguyễn Vĩnh Bảo Street 07-03-2026. Híkaros Gardens E01.jpg	Spring stroll on Nguyễn Vĩnh Bảo Street 07-03- . Híkaros Gardens E01, Hanoi, Vietnam	no specific feature found
File:Spring stroll on Nguyễn Vĩnh Bảo Street 07-03-2026. Híkaros Gardens E02.jpg	Spring stroll on Nguyễn Vĩnh Bảo Street 07-03- . Híkaros Gardens E02, Hanoi, Vietnam	no specific feature found
File:Spring stroll on Nguyễn Vĩnh Bảo Street 07-03-2026. Híkaros Gardens E04.jpg	Spring stroll on Nguyễn Vĩnh Bảo Street 07-03- . Híkaros Gardens E04, Hanoi, Vietnam	no specific feature found
File:Spring stroll on Nguyễn Vĩnh Bảo Street 07-03-2026. Híkaros Gardens E03.jpg	Spring stroll on Nguyễn Vĩnh Bảo Street 07-03- . Híkaros Gardens E03, Hanoi, Vietnam	no specific feature found
File:Spring stroll on Nguyễn Vĩnh Bảo Street 07-03-2026. Híkaros Gardens E05.jpg	Spring stroll on Nguyễn Vĩnh Bảo Street 07-03- . Híkaros Gardens E05, Hanoi, Vietnam	no specific feature found
File:Spring stroll on Nguyễn Vĩnh Bảo Street 07-03-2026. Híkaros Gardens E08.jpg	Spring stroll on Nguyễn Vĩnh Bảo Street 07-03- . Híkaros Gardens E08, Hanoi, Vietnam	no specific feature found
File:Spring stroll on Nguyễn Vĩnh Bảo Street 07-03-2026. Híkaros Gardens E07.jpg	Spring stroll on Nguyễn Vĩnh Bảo Street 07-03- . Híkaros Gardens E07, Hanoi, Vietnam	no specific feature found
File:Spring stroll on Nguyễn Vĩnh Bảo Street 07-03-2026. Híkaros Gardens E06.jpg	Spring stroll on Nguyễn Vĩnh Bảo Street 07-03- . Híkaros Gardens E06, Hanoi, Vietnam	no specific feature found
File:Spring stroll on Nguyễn Vĩnh Bảo Street 07-03-2026. Híkaros Gardens E09.jpg	Spring stroll on Nguyễn Vĩnh Bảo Street 07-03- . Híkaros Gardens E09, Hanoi, Vietnam	no specific feature found
File:Spring stroll on Nguyễn Vĩnh Bảo Street 07-03-2026. Híkaros Gardens E10.jpg	Spring stroll on Nguyễn Vĩnh Bảo Street 07-03- . Híkaros Gardens E10, Hanoi, Vietnam	no specific feature found
File:Relief Hanoi-in-Winter-1946 at Đồng-xuân Market (1).jpg	Relief Hanoi-in-Winter- at Đồng-xuân Market	no specific feature found
File:Relief Hanoi-in-Winter-1946 at Đồng-xuân Market (2).jpg	Relief Hanoi-in-Winter- at Đồng-xuân Market	no specific feature found
File:Relief Hanoi-in-Winter-1946 at Đồng-xuân Market (3).jpg	Relief Hanoi-in-Winter- at Đồng-xuân Market	no specific feature found
File:Dong Xuan Market market in the Hanoi old quarter (30645886763).jpg	Dong Xuan Market market in the Hanoi old quarter	no specific feature found
File:Another look at the Dong Xuan Market in the Hanoi old quarter (31454085665).jpg	Another look at the Dong Xuan Market in the Hanoi old quarter	no specific feature found
File:Đồng Xuân Market 2.jpg	Đồng Xuân Market 2, Hanoi, Vietnam	no specific feature found
File:Đồng Xuân Market 7.jpg	Đồng Xuân Market 7, Hanoi, Vietnam	no specific feature found
File:Đồng Xuân Market 8.jpg	Đồng Xuân Market 8, Hanoi, Vietnam	no specific feature found
File:Cho Dong Xuan ban dem.jpg	Cho Dong Xuan ban dem, Hanoi, Vietnam	no specific feature found
File:Renovation of the Đồng Xuân Market because of hygiene standards (10-08-1901) 02.png	Renovation of the Đồng Xuân Market because of hygiene standards 02, Hanoi, Vietnam	no specific feature found
File:Map of the area where the Đồng Xuân Market is going to be constructed (1891) 01.png	Map of the area where the Đồng Xuân Market is going to be constructed 01, Hanoi, Vietnam	no specific feature found
File:Renovation of the Đồng Xuân Market because of hygiene standards (10-08-1901) 01.png	Renovation of the Đồng Xuân Market because of hygiene standards 01, Hanoi, Vietnam	no specific feature found
File:Map of the area where the Đồng Xuân Market is going to be constructed (1891) 02.png	Map of the area where the Đồng Xuân Market is going to be constructed 02, Hanoi, Vietnam	no specific feature found
File:Edict issued by the Tổng đốc of Hà-An about moving some households out of the area for the construction of the Đồng Xuân Market (Đồng Khánh 3 - 1888) 01.png	Edict issued by the Tổng đốc of Hà-An about moving some households out of the area for the construction of the Đồng Xuân Market (Đồng Khánh 3 - ) 01, Hanoi, Vietnam	no specific feature found
File:Notice by the City of Hanoi regarding land requisition to widen the street for the Đồng Xuân Market (27 October 1923) 02.png	Notice by the City of Hanoi regarding land requisition to widen the street for the Đồng Xuân Market 02	no specific feature found
File:Notice by the City of Hanoi regarding land requisition to widen the street for the Đồng Xuân Market (27 October 1923) 01.png	Notice by the City of Hanoi regarding land requisition to widen the street for the Đồng Xuân Market 01	no specific feature found
File:Edict issued by the Tổng đốc of Hà-An about moving some households out of the area for the construction of the Đồng Xuân Market (Đồng Khánh 3 - 1888) 02.png	Edict issued by the Tổng đốc of Hà-An about moving some households out of the area for the construction of the Đồng Xuân Market (Đồng Khánh 3 - ) 02, Hanoi, Vietnam	no specific feature found
File:Chợ Đồng Xuân - NKS.jpg	Chợ Đồng Xuân - NKS, Hanoi, Vietnam	no specific feature found
File:Vĩnh Hồ Street (20140804 172857).jpg	Vĩnh Hồ Street, Hanoi, Vietnam	a road is not a site (highway/residential)
File:Vĩnh Hồ Street (20140804 173147).jpg	Vĩnh Hồ Street, Hanoi, Vietnam	a road is not a site (highway/residential)
File:Vĩnh Hồ Street (20140804 173301).jpg	Vĩnh Hồ Street, Hanoi, Vietnam	a road is not a site (highway/residential)
File:Vĩnh Hồ Street (20140804 173334).jpg	Vĩnh Hồ Street, Hanoi, Vietnam	a road is not a site (highway/residential)
File:Vĩnh Hồ Street (20140804 173154).jpg	Vĩnh Hồ Street, Hanoi, Vietnam	a road is not a site (highway/residential)
File:Tropical rain at Nhân Chính market (20140805 113936).jpg	Tropical rain at Nhân Chính market, Hanoi, Vietnam	no specific feature found
File:Tropical rain at Nhân Chính market (20140805 113926).jpg	Tropical rain at Nhân Chính market, Hanoi, Vietnam	no specific feature found
File:Tropical rain at Nhân Chính market (20140805 112422).jpg	Tropical rain at Nhân Chính market, Hanoi, Vietnam	no specific feature found
File:Nhân Chính market, Hanoi (20140805 110145).jpg	Nhân Chính market, Hanoi	no specific feature found
File:Inside Nhân Chính market (20140805 105333).jpg	Inside Nhân Chính market, Hanoi, Vietnam	no specific feature found
File:Inside Nhân Chính market (20140805 105019).jpg	Inside Nhân Chính market, Hanoi, Vietnam	no specific feature found
File:Inside Nhân Chính market (20140805 104727).jpg	Inside Nhân Chính market, Hanoi, Vietnam	no specific feature found
File:Inside Nhân Chính market (20140805 104641).jpg	Inside Nhân Chính market, Hanoi, Vietnam	no specific feature found
File:Inside Nhân Chính market (20140805 104636).jpg	Inside Nhân Chính market, Hanoi, Vietnam	no specific feature found
File:Inside Nhân Chính market (20140805 104511).jpg	Inside Nhân Chính market, Hanoi, Vietnam	no specific feature found
File:Inside Nhân Chính market (20140805 104358).jpg	Inside Nhân Chính market, Hanoi, Vietnam	no specific feature found
File:Inside Nhân Chính market (20140804 175333).jpg	Inside Nhân Chính market, Hanoi, Vietnam	no specific feature found
File:Inside Nhân Chính market (20140804 175330).jpg	Inside Nhân Chính market, Hanoi, Vietnam	no specific feature found
File:Nhân Chính market, Hanoi (20140804 175111).jpg	Nhân Chính market, Hanoi	no specific feature found
File:Hanoi Night Market 2.jpg	Hanoi Night Market 2	no specific feature found
File:Hanoi Night Market 1.jpg	Hanoi Night Market 1	no specific feature found
File:Street market - Hanoi, Vietnam - DSC03470.JPG	Street market - Hanoi, Vietnam - DSC03470	title names no place (generic words only)
File:Street market - Hanoi, Vietnam - DSC03457.JPG	Street market - Hanoi, Vietnam - DSC03457	title names no place (generic words only)
File:Street market - Hanoi, Vietnam - DSC03460.JPG	Street market - Hanoi, Vietnam - DSC03460	title names no place (generic words only)
File:Fish in street market - Hanoi, Vietnam - DSC03463.JPG	Fish in street market - Hanoi, Vietnam - DSC03463	no specific feature found
File:Fish and produce in street market - Hanoi, Vietnam - DSC03465.JPG	Fish and produce in street market - Hanoi, Vietnam - DSC03465	no specific feature found
File:Street market - Hanoi, Vietnam - DSC03467.JPG	Street market - Hanoi, Vietnam - DSC03467	title names no place (generic words only)
File:Street market - Hanoi, Vietnam - DSC03462.JPG	Street market - Hanoi, Vietnam - DSC03462	title names no place (generic words only)
File:Roses in street market - Hanoi, Vietnam - DSC03476.JPG	Roses in street market - Hanoi, Vietnam - DSC03476	no specific feature found
File:Produce in street market - Hanoi, Vietnam - DSC03481.JPG	Produce in street market - Hanoi, Vietnam - DSC03481	no specific feature found
File:Produce in street market - Hanoi, Vietnam - DSC03483.JPG	Produce in street market - Hanoi, Vietnam - DSC03483	no specific feature found
File:Street market - Hanoi, Vietnam - DSC03475.JPG	Street market - Hanoi, Vietnam - DSC03475	title names no place (generic words only)
File:Đền Ngọc Liên.JPG	Đền Ngọc Liên, Hanoi, Vietnam	'lien' is not in the hit's name 'Pate Cột Đèn'
File:Temple in Old Quarter Hanoi.JPG	Temple in Old Quarter Hanoi	no specific feature found
File:Hoi lang Quay.jpg	Hoi lang Quay, Hanoi, Vietnam	no specific feature found
File:Miếu sông Tô Lịch.jpg	Miếu sông Tô Lịch, Hanoi, Vietnam	no specific feature found
File:Literaturtempel Van-Mieu Trommel.jpg	Literaturtempel Van-Mieu Trommel, Hanoi, Vietnam	no specific feature found
File:Literaturtempel Van-Mieu Zeremonienhalle.jpg	Literaturtempel Van-Mieu Zeremonienhalle, Hanoi, Vietnam	no specific feature found
File:Temple of Literature wts.jpg	Temple of Literature wts, Hanoi, Vietnam	no specific feature found
File:The Bich Cau site.jpg	The Bich Cau site, Hanoi, Vietnam	no specific feature found
File:Bich Cau - original side gate.JPG	Bich Cau - original side gate, Hanoi, Vietnam	no specific feature found
File:Bich Cau - Plans for re-construction on wall facing Cat Linh Street.JPG	Bich Cau - Plans for re-construction on wall facing Cat Linh Street, Hanoi, Vietnam	no specific feature found
File:Bich Cau - Original Main Hall.JPG	Bich Cau - Original Main Hall, Hanoi, Vietnam	no specific feature found
File:Bich Cau - street front 2011.JPG	Bich Cau - street front, Hanoi, Vietnam	no specific feature found
File:Bich Cau - Reconstruction underway.JPG	Bich Cau - Reconstruction underway, Hanoi, Vietnam	no specific feature found
File:Bich Cau Reconstruction - Timbers.JPG	Bich Cau Reconstruction - Timbers, Hanoi, Vietnam	no specific feature found
File:Bich Cau Temple (碧沟寺) before reconstruction began in 2011.JPG	Bich Cau Temple (碧沟寺) before reconstruction began in, Hanoi, Vietnam	no specific feature found
File:Đền thờ Ngô Quyền 2.jpg	Đền thờ Ngô Quyền 2, Hanoi, Vietnam	no specific feature found
File:Đền thờ Ngô Quyền.jpg	Đền thờ Ngô Quyền, Hanoi, Vietnam	no specific feature found
File:Đền thờ Đinh Tiên Hoàng đế.jpg	Đền thờ Đinh Tiên Hoàng đế, Hanoi, Vietnam	no specific feature found
File:Đền Bách Linh.jpg	Đền Bách Linh, Hanoi, Vietnam	no specific feature found
File:Chùa Mui thôn An Duyên xã Tô Hiệu huyện Thường Tín Hà Nội.jpg	Chùa Mui thôn An Duyên xã Tô Hiệu huyện Thường Tín Hà Nội	no specific feature found
File:Temple Kim Sơn.jpg	Temple Kim Sơn, Hanoi, Vietnam	'kim' is not in the hit's name 'Chùa Bi'
File:Đền Khương Hạ temple gate.jpg	Đền Khương Hạ temple gate, Hanoi, Vietnam	no specific feature found
File:Temple, Hanoi (37782769834).jpg	Temple, Hanoi	no specific feature found
File:Ba Kieu Temple, Hanoi, 17th century (4) (26719987809).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (5) (38463655712).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (6) (26719966709).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (2) (38463718842).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (7) (38495698901).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (3) (24623516518).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (8) (38495681821).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (9) (24623443908).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (10) (38495637111).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (16) (38495542981).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (11) (38439895226).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (17) (38439813726).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (13) (38495574831).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (14) (24623410948).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (15) (26719873799).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Ba Kieu Temple, Hanoi, 17th century (1) (38440030266).jpg	Ba Kieu Temple, Hanoi, 17th century	stated locality '17th century' not in the hit's address
File:Quan De Temple, Old Quarter, Hanoi (2) (38465020682).jpg	Quan De Temple, Old Quarter, Hanoi	title names no place (generic words only)
File:Quan De Temple, Old Quarter, Hanoi (4) (24624901538).jpg	Quan De Temple, Old Quarter, Hanoi	title names no place (generic words only)
File:Quan De Temple, Old Quarter, Hanoi (6) (24624885228).jpg	Quan De Temple, Old Quarter, Hanoi	title names no place (generic words only)
File:Quan De Temple, Old Quarter, Hanoi (7) (38497042101).jpg	Quan De Temple, Old Quarter, Hanoi	title names no place (generic words only)
File:Quan De Temple, Old Quarter, Hanoi (5) (38441475526).jpg	Quan De Temple, Old Quarter, Hanoi	title names no place (generic words only)
File:Quan De Temple, Old Quarter, Hanoi (3) (26721365139).jpg	Quan De Temple, Old Quarter, Hanoi	title names no place (generic words only)
File:Quan De Temple, Old Quarter, Hanoi (8) (37610397585).jpg	Quan De Temple, Old Quarter, Hanoi	title names no place (generic words only)
File:Quan De Temple, Old Quarter, Hanoi (9) (26721326979).jpg	Quan De Temple, Old Quarter, Hanoi	title names no place (generic words only)
File:Quan De Temple, Old Quarter, Hanoi (10) (38441428806).jpg	Quan De Temple, Old Quarter, Hanoi	title names no place (generic words only)
File:Quan De Temple, Old Quarter, Hanoi (1) (26721388199).jpg	Quan De Temple, Old Quarter, Hanoi	title names no place (generic words only)
File:Quan De Temple, Old Quarter, Hanoi (11) (26721289279).jpg	Quan De Temple, Old Quarter, Hanoi	title names no place (generic words only)
File:Temple gate in Bát Tràng, Hanoi (2018) 01.jpg	Temple gate in Bát Tràng, Hanoi ( ) 01	'bat' is not in the hit's name 'Vietcombank'
File:Temple gate in Bát Tràng, Hanoi (2018) 03.jpg	Temple gate in Bát Tràng, Hanoi ( ) 03	'bat' is not in the hit's name 'Chung cư An Bình'
File:Temple gate in Bát Tràng, Hanoi (2018) 02.jpg	Temple gate in Bát Tràng, Hanoi ( ) 02	'bat' is not in the hit's name 'Công Ty TNHH XD Và Phát Triển TM An Lộc'
File:Temple gate in Bát Tràng, Hanoi (2018) 04.jpg	Temple gate in Bát Tràng, Hanoi ( ) 04	'bat' is not in the hit's name '04'
File:Chiếc cổng cổ kính của ngôi nhà số 29 phố Lê Ngọc Hân (trước kia là phố Lữ Gia), quận Hai Bà Trưng, Hà Nội.jpg	Chiếc cổng cổ kính của ngôi nhà số 29 phố Lê Ngọc Hân (trước kia là phố Lữ Gia), quận Hai Bà Trưng, Hà Nội	no specific feature found
File:Chiếc cổng cổ kính của ngôi nhà số 29 phố Lê Ngọc Hân (trước kia là phố Lữ Gia), quận Hai Bà Trưng, Hà Nội (02).jpg	Chiếc cổng cổ kính của ngôi nhà số 29 phố Lê Ngọc Hân (trước kia là phố Lữ Gia), quận Hai Bà Trưng, Hà Nội	no specific feature found
File:Tortue-temple-ngoc-son-hanoi.jpg	Tortue-temple-ngoc-son-hanoi	no specific feature found
File:Chính Điện Đền Phùng Hưng.jpg	Chính Điện Đền Phùng Hưng, Hanoi, Vietnam	no specific feature found
File:Random temple (26395822198).jpg	Random temple, Hanoi, Vietnam	no specific feature found
File:Temple on Hanoi West Lake, 2003 summer.jpg	Temple on Hanoi West Lake, summer	'on' is not in the hit's name 'Summer Place Hotel'
File:Temple on Hanoi West Lake, 2003 summer 3.jpg	Temple on Hanoi West Lake, summer 3	no specific feature found
File:Temple on Hanoi West Lake, 2003 summer 4.jpg	Temple on Hanoi West Lake, summer 4	no specific feature found
File:Temple on Hanoi West Lake, 2003 summer 5.jpg	Temple on Hanoi West Lake, summer 5	no specific feature found
File:Temple on Hanoi West Lake, 2003 summer 6.jpg	Temple on Hanoi West Lake, summer 6	no specific feature found
File:Temple on Hanoi West Lake, 2003 summer 7.jpg	Temple on Hanoi West Lake, summer 7	no specific feature found
File:Temple on Hanoi West Lake, 2003 summer 8.jpg	Temple on Hanoi West Lake, summer 8	no specific feature found
File:Temple on Hanoi West Lake, 2003 summer 9.jpg	Temple on Hanoi West Lake, summer 9	no specific feature found
File:Temple on Hanoi West Lake, 2003 summer 10.jpg	Temple on Hanoi West Lake, summer 10	no specific feature found
File:Temple on Hanoi West Lake, 2003 summer 11.jpg	Temple on Hanoi West Lake, summer 11	no specific feature found
File:Temple on Hanoi West Lake, 2003 summer 12.jpg	Temple on Hanoi West Lake, summer 12	no specific feature found
File:Temple on Hanoi West Lake, 2003 summer 13.jpg	Temple on Hanoi West Lake, summer 13	no specific feature found
File:Temple on Hanoi West Lake, 2003 summer 14.jpg	Temple on Hanoi West Lake, summer 14	no specific feature found
File:Temple on West Lake, 2003, Hanoi 2.jpg	Temple on West Lake, , Hanoi 2	no specific feature found
File:Temple on West Lake, 2003, Hanoi 3.jpg	Temple on West Lake, , Hanoi 3	no specific feature found
File:Temple on West Lake, 2003, Hanoi 5.jpg	Temple on West Lake, , Hanoi 5	no specific feature found
File:Temple on West Lake, 2003, Hanoi 6.jpg	Temple on West Lake, , Hanoi 6	no specific feature found
File:Temple on West Lake, 2003, Hanoi 9.jpg	Temple on West Lake, , Hanoi 9	no specific feature found
File:Temple on West Lake, 2003, Hanoi 10.jpg	Temple on West Lake, , Hanoi 10	no specific feature found
File:Temple on West Lake, 2003, Hanoi 11.jpg	Temple on West Lake, , Hanoi 11	no specific feature found
File:Temple on West Lake, 2003, Hanoi 12.jpg	Temple on West Lake, , Hanoi 12	no specific feature found
File:Temple on West Lake, 2003, Hanoi 13.jpg	Temple on West Lake, , Hanoi 13	no specific feature found
File:Temple on West Lake, 2003, Hanoi 14.jpg	Temple on West Lake, , Hanoi 14	no specific feature found
File:Temple on West Lake, 2003, Hanoi 15.jpg	Temple on West Lake, , Hanoi 15	no specific feature found
File:Temple on West Lake, 2003, Hanoi 16.jpg	Temple on West Lake, , Hanoi 16	no specific feature found
File:Temple on West Lake, 2003, Hanoi 17.jpg	Temple on West Lake, , Hanoi 17	no specific feature found
File:Temple on West Lake, 2003, Hanoi 19.jpg	Temple on West Lake, , Hanoi 19	no specific feature found
File:Temple on West Lake, 2003, Hanoi 20.jpg	Temple on West Lake, , Hanoi 20	no specific feature found
File:Temple on West Lake, 2003, Hanoi 21.jpg	Temple on West Lake, , Hanoi 21	no specific feature found
File:Temple on West Lake, 2003, Hanoi 22.jpg	Temple on West Lake, , Hanoi 22	no specific feature found
File:Temple on West Lake, 2003, Hanoi 23.jpg	Temple on West Lake, , Hanoi 23	no specific feature found
File:Temple on West Lake, 2003, Hanoi 24.jpg	Temple on West Lake, , Hanoi 24	no specific feature found
File:Temple on West Lake, 2003, Hanoi 25.jpg	Temple on West Lake, , Hanoi 25	no specific feature found
File:Temple on West Lake, 2003, Hanoi 26.jpg	Temple on West Lake, , Hanoi 26	no specific feature found
File:Temple on West Lake, 2003, Hanoi 27.jpg	Temple on West Lake, , Hanoi 27	no specific feature found
File:Temple on West Lake, 2003, Hanoi 28.jpg	Temple on West Lake, , Hanoi 28	no specific feature found
File:Temple on West Lake, 2003, Hanoi 29.jpg	Temple on West Lake, , Hanoi 29	no specific feature found
File:Temple on West Lake, 2003, Hanoi 30.jpg	Temple on West Lake, , Hanoi 30	no specific feature found
File:Temple on West Lake, 2003, Hanoi 31.jpg	Temple on West Lake, , Hanoi 31	no specific feature found
File:Temple on West Lake, 2003, Hanoi 32.jpg	Temple on West Lake, , Hanoi 32	no specific feature found
File:Temple on West Lake, 2003, Hanoi 33.jpg	Temple on West Lake, , Hanoi 33	no specific feature found
File:Temple on West Lake, 2003, Hanoi 39.jpg	Temple on West Lake, , Hanoi 39	no specific feature found
