pageid	title	user	date	date_kind	category
98513668	File:Môi trường học tập tại USTH .jpg	LuongLucy	2019-03-21	taken	Category:University of Science and Technology of Hanoi
98514555	File:Học tại USTH.jpg	LuongLucy	2020-10-29	taken	Category:University of Science and Technology of Hanoi
50113261	File:Tòa nhà A10.jpg	Winall9x	2015-02-13	taken	Category:Hanoi University of Industry
50113328	File:Hoạt động Hội sinh viên trường.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50113388	File:Một phòng học tiếng Anh.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50113555	File:Một góc sân trường cơ sở 1.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50113598	File:Sân chơi Rung chuông vàng.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50113618	File:Hoạt động hiến máu tình nguyện.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50113635	File:Sân bóng đá tại khu C.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50113657	File:Khu nhà đa năng cơ sở 1.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50113755	File:Sinh viên tình nguyện trường với hoạt động 5s.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50113834	File:Cổng trường chính cơ sở 3.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50113969	File:Lễ hội tết Lào.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50114000	File:Hội diễn công thương 2016 HaUI.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50114056	File:Giao lưu văn hóa Việt Nam Nhật Bản.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50114099	File:Giải bóng đá khoa ngoại ngữ 2015.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50114157	File:Cuộc thi nhảy Aerobics.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
50114198	File:Lễ trao tặng động cơ và hộp số xe Chevrolet.jpg	Winall9x	2016-07-13	taken	Category:Hanoi University of Industry
81841835	File:Đại học Công nghiệp Hà Nội - Tòa nhà A1.jpg	Winall9x	2019-09-03	taken	Category:Hanoi University of Industry
81841911	File:Đại học Công nghiệp Hà Nội, Tòa Nhà A9.jpg	Winall9x	2019-09-03	taken	Category:Hanoi University of Industry
81841965	File:Trung tâm cơ khí.jpg	Winall9x	2019-09-03	taken	Category:Hanoi University of Industry
90894881	File:Logo DHCN.png	Winall9x	2020-06-02	taken	Category:Hanoi University of Industry
93541512	File:Trường Đại học Công nghiệp Hà Nội - cơ sở Hà Nam.jpeg	Linhcandng (thảo luận)	2016-08-20	taken	Category:Hanoi University of Industry
177719465	File:Hanoi University of Industry 11-02-2025.jpg	Hainotdeptrai	2025-10-09 10:33:01	taken	Category:Hanoi University of Industry
38659512	File:HAUlogo.jpg	Hanoi Architectural University	2006-03-01	taken	Category:Hanoi Architectural University
119805797	File:Đại học Kiến trúc 1 - NKS.jpg	NKSTTSSHNVN	2022-06-27	taken	Category:Hanoi Architectural University
46650919	File:Kyyeu-tr11.jpg	Voviduc	2016-01-28	taken	Category:Hanoi Law University
77071145	File:Hanoi University of Law.jpg	Nguyen QuocTrung	2019-02-26 15:44:41	taken	Category:Hanoi Law University
127332110	File:Sơ đồ tổ chức của Trường Đại học Luật Hà Nội.jpg	Voviduc	2023-01-03	taken	Category:Hanoi Law University
127333414	File:Nhà B - Trường Đại học Luật Hà Nội.jpg	Voviduc	2019-01-21	taken	Category:Hanoi Law University
127333534	File:Phân hiệu Trường Đại học Luật Hà Nội tại tỉnh Đắk Lắk.jpg	Voviduc	2019-10-30	taken	Category:Hanoi Law University
7822599	File:Dai hoc xay dung.jpg	Engineer1	2009-09-15T23:08:25Z	uploaded	Category:Hanoi University of Civil Engineering
20477522	File:Đại học xây dựng.jpg	Tùng cadet	2012-07-31	taken	Category:Hanoi University of Civil Engineering
45337259	File:LOGO DHXD.png	Quang.nuce	2015-11-30	taken	Category:Hanoi University of Civil Engineering
94091985	File:DaiHocXayDung-MotHoiThao2013.jpg	Doãn Hiệu (thảo luận)	11 tháng 4 năm 2013	taken	Category:Hanoi University of Civil Engineering
117550701	File:HUCE Campuses.jpg	Hanoi University of Civil Engineering	2011-08-17 01:21:33	taken	Category:Hanoi University of Civil Engineering
16976918	File:Đại chủng viện thánh giuse Hà Nội.JPG	Hoanghatruonggiang at vi.wikipedia	25 September 2008 (original upload date)	taken	Category:St. Joseph's Seminary, Hanoi
131507646	File:40-Nha-Chung-1.jpg	Xtvl.1971	2023-05-04	taken	Category:St. Joseph's Seminary, Hanoi
3912074	File:The Ba Dinh meeting-hall.jpg	The original uploader was Casablanca1911 at Vietnamese Wikipedia.	28 May 2007 (original upload date)	taken	Category:Ba Đình Hall
10459217	File:Ba Dinh Hall 1462359227 71b04ee08a.jpg	joxeankoret	2007-09-30	taken	Category:Ba Đình Hall
17514735	File:Ba Đình Hall 1.jpg	Hector Garcia	2007-01-20	taken	Category:Ba Đình Hall
94141906	File:Hoi truong Ba Dinh 2.jpg	GV (thảo luận)	Năm 2006	taken	Category:Ba Đình Hall
139221871	File:Nam Sơn and his students in front of the Maurice Long Museum.jpg	Unknown photographer	"before 1943<div style=""display: none;"">d"	taken	Category:Grand Palais (Hanoi)
178112869	File:Lễ kỷ niệm liệt sĩ Nguyễn Thái Học và Phạm Hồng Thái được tổ chức tại Nhà Đấu xảo.jpg	Philippe Devillers	Taken on 18 June 1946	taken	Category:Grand Palais (Hanoi)
35564307	File:Vietnam National Cinema Center, Hanoi (20140922 173703).jpg	Quenhitran	2014-09-22 17:37:02	taken	Category:Vietnam National Cinema Center, Hanoi
35583936	File:Vietnam National Cinema Center, Hanoi (20140922 173713).jpg	Quenhitran	2014-09-22 17:37:12	taken	Category:Vietnam National Cinema Center, Hanoi
35633646	File:Láng Hạ Street (20140922 180121).jpg	Quenhitran	2014-09-22 18:01:19	taken	Category:Vietnam National Cinema Center, Hanoi
35633702	File:Vietnam National Cinema Center, Hanoi (20140922 180142).jpg	Quenhitran	2014-09-22 18:01:40	taken	Category:Vietnam National Cinema Center, Hanoi
35633743	File:Vietnam National Cinema Center, Hanoi (20140922 180201).jpg	Quenhitran	2014-09-22 18:01:59	taken	Category:Vietnam National Cinema Center, Hanoi
146388274	File:Cháy vé phim Đào, phở và piano.jpg	GDAE	2024-02-26	taken	Category:National Cinema Center, Hanoi
109247	File:Hanoi Oper.jpg		2005-04-14T20:01:09Z	uploaded	Category:Hanoi Opera House
364708	File:Hanoi-opera house.jpg	Davit et Magalie	2005-10-11	taken	Category:Hanoi Opera House
3190135	File:Hanoi operahouse.jpg	The original uploader was Fuzheado at English Wikipedia.	29 January 2004 (original upload date)	taken	Category:Hanoi Opera House
5605602	File:Ha Noi opera house.jpg	goldendragon613	2007-07-13	taken	Category:Hanoi Opera House
7304027	File:Opera House - Hanoi - Vietnam.JPG	Adam Jones Adam63	2009-07-14	taken	Category:Hanoi Opera House
8423593	File:NhaHatLon.JPG	Bùi Thế Tâm	2009-01-26	taken	Category:Hanoi Opera House
14649098	File:Hanoi Opera House.JPG	Arabsalam	2011-02-24	taken	Category:Hanoi Opera House
14715052	File:Hanoi Opera 02.jpg	Von	2006-01-18	taken	Category:Hanoi Opera House
17284720	File:Hanoi Opera House - 2003.jpg	Benoît Prieur	2003	taken	Category:Hanoi Opera House
17514871	File:Hanoi Opera House - detail.jpg	Nam-ho Park	2009-03-21 16:59:47	taken	Category:Hanoi Opera House
17515131	File:Hanoi Opera House 1.jpg	Dennis G. Jarvis	2009-01-31 07:18:31	taken	Category:Hanoi Opera House
22959005	File:Vn-hanoi-oper-02-08-07.jpg	Bgabel	02.08.07	taken	Category:Hanoi Opera House
23324360	File:Hanoi Opera House 15.JPG	Schwede66	2012-12-17 14:03:30	taken	Category:Hanoi Opera House
23324361	File:Hanoi Opera House 14.JPG	Schwede66	2012-12-17 14:02:36	taken	Category:Hanoi Opera House
23324362	File:Hanoi Opera House 16.JPG	Schwede66	2012-12-17 14:19:35	taken	Category:Hanoi Opera House
27853422	File:越南國家歌劇院.JPG	Soltpret	2013-07-25 15:33:44	taken	Category:Hanoi Opera House
28861203	File:Oper Hanoi Vietnam.JPG	Grossbildjaeger	2006-02-20 10:08:16	taken	Category:Hanoi Opera House
47423541	File:The Opera House.jpg	Hieucd	2016-03-09	taken	Category:Hanoi Opera House
48071720	File:Mặt Nam Nhà hát Lớn HN.JPG	Duyệt-phố at Vietnamese Wikipedia	31 December 2012 (original upload date)	taken	Category:Hanoi Opera House
50998563	File:LUNE Hanoi Opera House 01.jpg	Vinhphat1808	2016-05-16 06:34:31	taken	Category:Hanoi Opera House
64218681	File:Hanoi Opera House, 1901-11 (2) (37608221545).jpg	Richard Mortel from Riyadh, Saudi Arabia	Taken on 6 November 2017, 12:08	taken	Category:Hanoi Opera House
64218685	File:Hanoi Opera House, 1901-11 (1) (37608233685).jpg	Richard Mortel from Riyadh, Saudi Arabia	Taken on 6 November 2017, 12:09	taken	Category:Hanoi Opera House
64218689	File:Hanoi Opera House, 1901-11 (3) (37779750014).jpg	Richard Mortel from Riyadh, Saudi Arabia	Taken on 6 November 2017, 12:08	taken	Category:Hanoi Opera House
66958037	File:Couple posing for wedding pictures in front of the Opera House, Hanoi (2018).jpg	Donald Trung	2018-03-02 09:59:48	taken	Category:Hanoi Opera House
69182387	File:Opera House, Hanoi (4855950045).jpg	Caitriana Nicholson from 北京 ~ Beijing, 中国 ~ China	2010-07-30 20:40	taken	Category:Hanoi Opera House
69182389	File:Opera House, Hanoi (4855950685).jpg	Caitriana Nicholson from 北京 ~ Beijing, 中国 ~ China	2010-07-30 20:45	taken	Category:Hanoi Opera House
69182390	File:Opera House, Hanoi (4855951023).jpg	Caitriana Nicholson from 北京 ~ Beijing, 中国 ~ China	2010-07-30 20:46	taken	Category:Hanoi Opera House
93222708	File:Hanoibuoisang.jpg	Buileducanh (thảo luận)	2018-02-19T07:08:39Z	uploaded	Category:Hanoi Opera House
93540891	File:Nhà hát Lớn Hà Nội.jpeg	Linhcandng (thảo luận)	2016-08-21	taken	Category:Hanoi Opera House
105751824	File:Hanoi (2823985167).jpg	Nam-ho Park from Seoul, Korea	2008-08-28 16:00	taken	Category:Hanoi Opera House
122588712	File:Nhà hát Lớn Hà Nội - 2022-09-02 01.jpg	The Hanoian	2022-09-02 11:53:21	taken	Category:Hanoi Opera House
122588715	File:Nhà hát Lớn Hà Nội - 2022-09-02 03.jpg	The Hanoian	2022-09-02 11:56:43	taken	Category:Hanoi Opera House
122588716	File:Nhà hát Lớn Hà Nội - 2022-09-02 02.jpg	The Hanoian	2022-09-02 11:52:31	taken	Category:Hanoi Opera House
134030471	File:Hanoi - Opera House.jpg	Benjamin Smith	2023-04-25 03:25:35	taken	Category:Hanoi Opera House
140252683	File:Nha hat lon (12358211094).jpg	Bem photography:	2014-02-07 06:14	taken	Category:Hanoi Opera House
142910854	File:Hanoi Opera House (1346056183).jpg	thalling55	2007-08-28 21:12:54	taken	Category:Hanoi Opera House
149576269	File:Vladimir Putin at Grand Opera House in Hanoi (2024) 04.jpg	Office of the President of the Russian Federation	2024-06-20	taken	Category:Hanoi Opera House
149576272	File:Vladimir Putin at the Grand Opera House in Hanoi (2024).jpg	Office of the President of the Russian Federation	2024-06-20	taken	Category:Hanoi Opera House
149576276	File:Vladimir Putin at the Grand Opera House in Hanoi (2024) 02.jpg	Office of the President of the Russian Federation	2024-06-20	taken	Category:Hanoi Opera House
196098549	File:Hanoi - Opera House 02.jpg	P. Hughes	2014	taken	Category:Hanoi Opera House
196098551	File:Hanoi - Opera House 01.jpg	P. Hughes	2014	taken	Category:Hanoi Opera House
617224	File:Water Puppet Theatre Vietnam(1).jpg	Thomas Schoch	2006-12-29	taken	Category:Thang Long Water Puppet Theatre
617233	File:Water Puppet Theatre Vietnam(3).jpg	Thomas Schoch	2006-12-29	taken	Category:Thang Long Water Puppet Theatre
671858	File:Puppettheatre.JPG	user:She	2006	taken	Category:Thang Long Water Puppet Theatre
715296	File:Water Puppet Vietnam.jpg	Thomas Schoch	2006-04-17	taken	Category:Thang Long Water Puppet Theatre
2155485	File:Water puppets Hanoi.jpg	Ian Armstrong from Travelling the world at moment, Australia	2006-02-16 20:16	taken	Category:Thang Long Water Puppet Theatre
5654310	File:Thang Long Water Puppet Theatre 2.jpg	Adam	2005-08-28 20:07:17	taken	Category:Thang Long Water Puppet Theatre
5764191	File:Thang Long Water Puppet Theatre1.JPG	Gryffindor	2008-12	taken	Category:Thang Long Water Puppet Theatre
5764204	File:Thang Long Water Puppet Theatre2.JPG	Gryffindor	2008-12	taken	Category:Thang Long Water Puppet Theatre
5764241	File:Thang Long Water Puppet Theatre3.JPG	Gryffindor	2008-12	taken	Category:Thang Long Water Puppet Theatre
5764307	File:Thang Long Water Puppet Theatre4.JPG	Gryffindor	2008-12	taken	Category:Thang Long Water Puppet Theatre
5764409	File:Thang Long Water Puppet Theatre7.JPG	Gryffindor	2008-12	taken	Category:Thang Long Water Puppet Theatre
5773163	File:Water puppets 2871082468 81e0a96b9d o.jpg	https://www.flickr.com/photos/sigkyrre/	2008-09-19	taken	Category:Thang Long Water Puppet Theatre
5773188	File:Water puppets 2508154456 bbb0c9b315 b.jpg	https://www.flickr.com/photos/kinjosan/	2008-05-19	taken	Category:Thang Long Water Puppet Theatre
5773203	File:Water puppets 3166846185 a031d5f30a b.jpg	https://www.flickr.com/photos/mckaysavage/	2009-01-04	taken	Category:Thang Long Water Puppet Theatre
10732543	File:Le théâtre de marionnettes sur l'eau Thang Long (Hanoi).jpg	Jean-Pierre Dalbéra	2010-01-26 10:15:50	taken	Category:Thang Long Water Puppet Theatre
12157305	File:Thang long water puppet.JPG	Ian Sewell	2005	taken	Category:Thang Long Water Puppet Theatre
22549972	File:Water Puppet Theater.JPG	(WT-shared) Shoestring at wts.wikivoyage	24 June 2007 (original upload date)	taken	Category:Thang Long Water Puppet Theatre
22959016	File:Vn-hanoi-wasserpuppen-02-08-07.jpg	Bgabel	02.08.08	taken	Category:Thang Long Water Puppet Theatre
22959018	File:Vn-hanoi-wasserpuppen-02-08-08-07.jpg	Bgabel	02.08.08	taken	Category:Thang Long Water Puppet Theatre
23203385	File:Image-Vn-hanoi-wasserpuppen-02-08-08-07 V2.jpg	"Vn-hanoi-wasserpuppen-02-08-08-07.jpg: Bgabel
derivative work: DerFussi"	02.08.08	taken	Category:Thang Long Water Puppet Theatre
23269859	File:Wasserpuppen.jpg	:de:Benutzer:DIGIBIT.CH	31. Dezember 2005, 19:01:34	taken	Category:Thang Long Water Puppet Theatre
26363834	File:HA NOI WATER PUPPET THEATRE VIETNAM FEB 2012 (7024668347).jpg	calflier001	2012-02-13 06:29	taken	Category:Thang Long Water Puppet Theatre
28997722	File:Show of dolls in Hanoi Vietnam.jpg	Peter van der Sluijs	2013-10-14	taken	Category:Thang Long Water Puppet Theatre
30617595	File:'Certificate of Merit of Thang Long Theatre' ..JPG	Rudolph.A.Furtado	Sunday(1-12-2013)	taken	Category:Thang Long Water Puppet Theatre
30617652	File:Thang Long Water puppet theater..JPG	Rudolph.A.Furtado	Sunday(1-12-2013)	taken	Category:Thang Long Water Puppet Theatre
30617693	File:Lobby of theater.JPG	Rudolph.A.Furtado	Sunday(1-12-2013)	taken	Category:Thang Long Water Puppet Theatre
30617717	File:Puppeteers of Thang Long puppet show..JPG	Rudolph.A.Furtado	Sunday(1-12-2013)	taken	Category:Thang Long Water Puppet Theatre
32657814	File:Chú Tễu.jpg	NicoRay	2014-05-08 14:29:44	taken	Category:Thang Long Water Puppet Theatre
48254063	File:Water-Puppet-Show-Musician.jpg	Steven C. Price	2002-12-18	taken	Category:Thang Long Water Puppet Theatre
48254064	File:Water-Puppet-Show5.jpg	Steven C. Price	2002-12-18	taken	Category:Thang Long Water Puppet Theatre
48254065	File:Water-Puppet-4.jpg	Steven C. Price	2002-12-18	taken	Category:Thang Long Water Puppet Theatre
48254066	File:Water-Puppet-Show3.jpg	Steven C. Price	2002-12-18	taken	Category:Thang Long Water Puppet Theatre
48254067	File:Water-Puppet-Show2.jpg	Steven C. Price	2002-12-18	taken	Category:Thang Long Water Puppet Theatre
48254068	File:Water-Puppet-turtle.jpg	Steven C. Price	2002-12-18	taken	Category:Thang Long Water Puppet Theatre
48254069	File:Water-Puppet-Show.jpg	Steven C. Price	2002-12-18	taken	Category:Thang Long Water Puppet Theatre
48254070	File:Performers-of-Water-Puppet-Show.jpg	Steven C. Price	2002-12-18	taken	Category:Thang Long Water Puppet Theatre
61636552	File:ICHanoi21.jpg	Ziegler175	2000-11	taken	Category:Thang Long Water Puppet Theatre
104311715	File:Thang Long Water Puppet Theatre2 cropped.JPG	Gryffindor	2008-12	taken	Category:Thang Long Water Puppet Theatre
110026213	File:Hanoi water puppets theatre (26395828298).jpg	Mig Gilbert from Brighton	2018-01-27 15:16	taken	Category:Thang Long Water Puppet Theatre
142911657	File:Water Puppet Theater, Hanoi (1345341892).jpg	thalling55	2007-08-26 06:05:04	taken	Category:Thang Long Water Puppet Theatre
142911658	File:Water Puppet Theater, Hanoi (1345341146).jpg	thalling55	2007-08-26 06:04:47	taken	Category:Thang Long Water Puppet Theatre
142911659	File:Water Puppet Theater, Hanoi (1344449709).jpg	thalling55	2007-08-26 06:04:56	taken	Category:Thang Long Water Puppet Theatre
142911660	File:Water Puppet Theater, Hanoi (1344448995).jpg	thalling55	2007-08-26 05:59:21	taken	Category:Thang Long Water Puppet Theatre
142911709	File:Water Puppet Theater, Hanoi (1345339836).jpg	thalling55	2007-08-26 05:20:59	taken	Category:Thang Long Water Puppet Theatre
142911710	File:Water Puppet Theater, Hanoi (1345340160).jpg	thalling55	2007-08-26 05:26:15	taken	Category:Thang Long Water Puppet Theatre
142911711	File:Water Puppet Theater, Hanoi (1345340490).jpg	thalling55	2007-08-26 05:57:37	taken	Category:Thang Long Water Puppet Theatre
142911734	File:Water Puppet Theater, Hanoi (1345339276).jpg	thalling55	2007-08-26 05:16:43	taken	Category:Thang Long Water Puppet Theatre
142911735	File:Water (1344447767).jpg	thalling55	2007-08-26 05:17:07	taken	Category:Thang Long Water Puppet Theatre
142911757	File:Water Puppet Theater, Hanoi (1345338520).jpg	thalling55	2007-08-26 05:03:34	taken	Category:Thang Long Water Puppet Theatre
142911758	File:Water (1345338918).jpg	thalling55	2007-08-26 05:05:07	taken	Category:Thang Long Water Puppet Theatre
142911791	File:Water Puppet Theater, Hanoi (1344446327).jpg	thalling55	2007-08-26 04:49:59	taken	Category:Thang Long Water Puppet Theatre
9413105	File:DangHuuPhucCongDienDatNuoc1.Sept.09.jpg	Daothu	2010-02-06T19:17:14Z	uploaded	Category:HaNoi Drama Theatre
9413110	File:DangHuuPhucCongDienDatNuoc2B.jpg	Daothu	2010-02-06T19:18:02Z	uploaded	Category:HaNoi Drama Theatre
54561360	File:Rap Cong Nhan Ha Noi.jpg	Hoangkid	2012-10-20 03:53:30	taken	Category:HaNoi Drama Theatre
25140005	File:The Main Building of HUS High School.jpg	Vietkool97	2012-07-01	taken	Category:High School for Gifted Students, Hanoi University of Science
25140038	File:The C3 building.jpg	Vietkool97	2012-07-01	taken	Category:High School for Gifted Students, Hanoi University of Science
127997664	File:Trung Vuong Secondary School - 1.jpg	Trần Cương Thiết	2020-12-17	taken	Category:Trưng Vương Secondary School, Hanoi
128002758	File:Trung Vuong Secondary School - 2.jpg	Trần Cương Thiết	2020-12-17	taken	Category:Trưng Vương Secondary School, Hanoi
128002759	File:Trung Vuong Secondary School - 3.jpg	Trần Cương Thiết	2020-12-17	taken	Category:Trưng Vương Secondary School, Hanoi
128002760	File:Trung Vuong Secondary School - 4.jpg	Trần Cương Thiết	2020-12-17	taken	Category:Trưng Vương Secondary School, Hanoi
128019369	File:Nghị định trường Đồng Khánh.jpg	Vũ Đình Hòe	1945-12-10	taken	Category:Trưng Vương Secondary School, Hanoi
128178756	File:Thang Long Primary School - 1.JPG	Trường Tiểu học Thăng Long	2020-05-11	taken	Category:Thăng Long Primary School
179499844	File:Hansers O truong co day em the 1765020978233.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499845	File:Hansers O truong co day em the 1765020974478.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499846	File:Hansers O truong co day em the 1765020971151.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499847	File:Hansers O truong co day em the 1765020981233.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499849	File:Hansers O truong co day em the 1765020984274.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499850	File:Hansers O truong co day em the 1765020990313.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499851	File:Hansers O truong co day em the 1765020987401.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499853	File:Hansers O truong co day em the 1765020993559.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499855	File:Hansers O truong co day em the 1765020996870.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499856	File:Hansers O truong co day em the 1765020999670.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499859	File:Hansers O truong co day em the 1765021001959.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499860	File:Hansers O truong co day em the 1765021006266.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499861	File:Hansers O truong co day em the 1765021008706.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499862	File:Hansers O truong co day em the 1765021011305.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499863	File:Hansers O truong co day em the 1765021015232.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499864	File:Hansers O truong co day em the 1765021018524.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499865	File:Hansers O truong co day em the 1765021021593.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499868	File:Hansers O truong co day em the 1765021031361.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499869	File:Hansers O truong co day em the 1765021025161.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499871	File:Hansers O truong co day em the 1765021035270.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499872	File:Hansers O truong co day em the 1765021038785.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499874	File:Hansers O truong co day em the 1765021042609.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499878	File:Hansers O truong co day em the 1765021046007.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499879	File:Hansers O truong co day em the 1765021049346.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499881	File:Hansers O truong co day em the 1765021052839.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499884	File:Hansers O truong co day em the 1765021056250.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499887	File:Hansers O truong co day em the 1765021063187.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499888	File:Hansers O truong co day em the 1765021067119.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499892	File:Hansers O truong co day em the 1765021071094.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499894	File:Hansers O truong co day em the 1765021074755.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499897	File:Hansers O truong co day em the 1765021078979.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499901	File:Hansers O truong co day em the 1765021084635.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499903	File:Hansers O truong co day em the 1765021082022.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499904	File:Hansers O truong co day em the 1765021088289.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499905	File:Hansers O truong co day em the 1765021091605.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499908	File:Hansers O truong co day em the 1765021059642.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499913	File:Hansers O truong co day em the 1765021099271.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499916	File:Hansers O truong co day em the 1765021103190.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499917	File:Hansers O truong co day em the 1765021106557.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499918	File:Hansers O truong co day em the 1765021094773.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499919	File:Hansers O truong co day em the 1765021110246.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499921	File:Hansers O truong co day em the 1765021117989.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499922	File:Hansers O truong co day em the 1765021121428.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499923	File:Hansers O truong co day em the 1765021124763.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499924	File:Hansers O truong co day em the 1765021127443.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499928	File:Hansers O truong co day em the 1765021130562.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499929	File:Hansers O truong co day em the 1765021113939.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179499931	File:Hansers O truong co day em the 1765021133924.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179500118	File:Hansers O truong co day em the 1765021267375.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179500119	File:Hansers O truong co day em the 1765021263366.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179500120	File:Hansers O truong co day em the 1765021260641.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179500122	File:Hansers O truong co day em the 1765021270281.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179500123	File:Hansers O truong co day em the 1765021273496.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179500124	File:Hansers O truong co day em the 1765021276896.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179500125	File:Hansers O truong co day em the 1765021279924.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179500126	File:Hansers O truong co day em the 1765021282818.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179500127	File:Hansers O truong co day em the 1765021286242.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179500129	File:Hansers O truong co day em the 1765021289722.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179500130	File:Hansers O truong co day em the 1765021293297.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
179500206	File:Hansers O truong co day em the 1765021354369.jpg	HamjnhThuat99Le	2025-12-06	taken	Category:Hanoi Star Education System
